timestamp,date,activity
03-06-2003 11:59,03-06-2003,510
03-06-2003 12:00,03-06-2003,637
03-06-2003 12:01,03-06-2003,598
03-06-2003 12:02,03-06-2003,251
03-06-2003 12:03,03-06-2003,93
03-06-2003 12:04,03-06-2003,180
03-06-2003 12:05,03-06-2003,199
03-06-2003 12:06,03-06-2003,526
03-06-2003 12:07,03-06-2003,251
03-06-2003 12:08,03-06-2003,544
03-06-2003 12:09,03-06-2003,142
03-06-2003 12:10,03-06-2003,220
03-06-2003 12:11,03-06-2003,408
03-06-2003 12:12,03-06-2003,286
03-06-2003 12:13,03-06-2003,276
03-06-2003 12:14,03-06-2003,315
03-06-2003 12:15,03-06-2003,234
03-06-2003 12:16,03-06-2003,147
03-06-2003 12:17,03-06-2003,286
03-06-2003 12:18,03-06-2003,108
03-06-2003 12:19,03-06-2003,78
03-06-2003 12:20,03-06-2003,434
03-06-2003 12:21,03-06-2003,679
03-06-2003 12:22,03-06-2003,163
03-06-2003 12:23,03-06-2003,35
03-06-2003 12:24,03-06-2003,2
03-06-2003 12:25,03-06-2003,14
03-06-2003 12:26,03-06-2003,11
03-06-2003 12:27,03-06-2003,2
03-06-2003 12:28,03-06-2003,19
03-06-2003 12:29,03-06-2003,69
03-06-2003 12:30,03-06-2003,32
03-06-2003 12:31,03-06-2003,47
03-06-2003 12:32,03-06-2003,220
03-06-2003 12:33,03-06-2003,15
03-06-2003 12:34,03-06-2003,168
03-06-2003 12:35,03-06-2003,347
03-06-2003 12:36,03-06-2003,286
03-06-2003 12:37,03-06-2003,251
03-06-2003 12:38,03-06-2003,251
03-06-2003 12:39,03-06-2003,163
03-06-2003 12:40,03-06-2003,286
03-06-2003 12:41,03-06-2003,746
03-06-2003 12:42,03-06-2003,142
03-06-2003 12:43,03-06-2003,174
03-06-2003 12:44,03-06-2003,163
03-06-2003 12:45,03-06-2003,163
03-06-2003 12:46,03-06-2003,213
03-06-2003 12:47,03-06-2003,158
03-06-2003 12:48,03-06-2003,234
03-06-2003 12:49,03-06-2003,193
03-06-2003 12:50,03-06-2003,220
03-06-2003 12:51,03-06-2003,168
03-06-2003 12:52,03-06-2003,199
03-06-2003 12:53,03-06-2003,186
03-06-2003 12:54,03-06-2003,186
03-06-2003 12:55,03-06-2003,199
03-06-2003 12:56,03-06-2003,227
03-06-2003 12:57,03-06-2003,267
03-06-2003 12:58,03-06-2003,120
03-06-2003 12:59,03-06-2003,81
03-06-2003 13:00,03-06-2003,30
03-06-2003 13:01,03-06-2003,72
03-06-2003 13:02,03-06-2003,87
03-06-2003 13:03,03-06-2003,0
03-06-2003 13:04,03-06-2003,103
03-06-2003 13:05,03-06-2003,69
03-06-2003 13:06,03-06-2003,243
03-06-2003 13:07,03-06-2003,3
03-06-2003 13:08,03-06-2003,315
03-06-2003 13:09,03-06-2003,580
03-06-2003 13:10,03-06-2003,286
03-06-2003 13:11,03-06-2003,0
03-06-2003 13:12,03-06-2003,358
03-06-2003 13:13,03-06-2003,259
03-06-2003 13:14,03-06-2003,206
03-06-2003 13:15,03-06-2003,186
03-06-2003 13:16,03-06-2003,132
03-06-2003 13:17,03-06-2003,234
03-06-2003 13:18,03-06-2003,199
03-06-2003 13:19,03-06-2003,220
03-06-2003 13:20,03-06-2003,199
03-06-2003 13:21,03-06-2003,132
03-06-2003 13:22,03-06-2003,234
03-06-2003 13:23,03-06-2003,180
03-06-2003 13:24,03-06-2003,163
03-06-2003 13:25,03-06-2003,180
03-06-2003 13:26,03-06-2003,193
03-06-2003 13:27,03-06-2003,199
03-06-2003 13:28,03-06-2003,213
03-06-2003 13:29,03-06-2003,657
03-06-2003 13:30,03-06-2003,243
03-06-2003 13:31,03-06-2003,180
03-06-2003 13:32,03-06-2003,168
03-06-2003 13:33,03-06-2003,199
03-06-2003 13:34,03-06-2003,213
03-06-2003 13:35,03-06-2003,158
03-06-2003 13:36,03-06-2003,132
03-06-2003 13:37,03-06-2003,267
03-06-2003 13:38,03-06-2003,286
03-06-2003 13:39,03-06-2003,168
03-06-2003 13:40,03-06-2003,358
03-06-2003 13:41,03-06-2003,276
03-06-2003 13:42,03-06-2003,267
03-06-2003 13:43,03-06-2003,174
03-06-2003 13:44,03-06-2003,234
03-06-2003 13:45,03-06-2003,234
03-06-2003 13:46,03-06-2003,510
03-06-2003 13:47,03-06-2003,174
03-06-2003 13:48,03-06-2003,158
03-06-2003 13:49,03-06-2003,147
03-06-2003 13:50,03-06-2003,142
03-06-2003 13:51,03-06-2003,168
03-06-2003 13:52,03-06-2003,137
03-06-2003 13:53,03-06-2003,163
03-06-2003 13:54,03-06-2003,286
03-06-2003 13:55,03-06-2003,336
03-06-2003 13:56,03-06-2003,206
03-06-2003 13:57,03-06-2003,382
03-06-2003 13:58,03-06-2003,137
03-06-2003 13:59,03-06-2003,174
03-06-2003 14:00,03-06-2003,72
03-06-2003 14:01,03-06-2003,213
03-06-2003 14:02,03-06-2003,251
03-06-2003 14:03,03-06-2003,206
03-06-2003 14:04,03-06-2003,199
03-06-2003 14:05,03-06-2003,137
03-06-2003 14:06,03-06-2003,526
03-06-2003 14:07,03-06-2003,617
03-06-2003 14:08,03-06-2003,408
03-06-2003 14:09,03-06-2003,358
03-06-2003 14:10,03-06-2003,795
03-06-2003 14:11,03-06-2003,25
03-06-2003 14:12,03-06-2003,267
03-06-2003 14:13,03-06-2003,1159
03-06-2003 14:14,03-06-2003,580
03-06-2003 14:15,03-06-2003,1313
03-06-2003 14:16,03-06-2003,1313
03-06-2003 14:17,03-06-2003,930
03-06-2003 14:18,03-06-2003,421
03-06-2003 14:19,03-06-2003,408
03-06-2003 14:20,03-06-2003,234
03-06-2003 14:21,03-06-2003,72
03-06-2003 14:22,03-06-2003,147
03-06-2003 14:23,03-06-2003,220
03-06-2003 14:24,03-06-2003,478
03-06-2003 14:25,03-06-2003,408
03-06-2003 14:26,03-06-2003,370
03-06-2003 14:27,03-06-2003,370
03-06-2003 14:28,03-06-2003,930
03-06-2003 14:29,03-06-2003,847
03-06-2003 14:30,03-06-2003,124
03-06-2003 14:31,03-06-2003,580
03-06-2003 14:32,03-06-2003,510
03-06-2003 14:33,03-06-2003,142
03-06-2003 14:34,03-06-2003,286
03-06-2003 14:35,03-06-2003,227
03-06-2003 14:36,03-06-2003,31
03-06-2003 14:37,03-06-2003,370
03-06-2003 14:38,03-06-2003,213
03-06-2003 14:39,03-06-2003,108
03-06-2003 14:40,03-06-2003,227
03-06-2003 14:41,03-06-2003,463
03-06-2003 14:42,03-06-2003,276
03-06-2003 14:43,03-06-2003,0
03-06-2003 14:44,03-06-2003,168
03-06-2003 14:45,03-06-2003,494
03-06-2003 14:46,03-06-2003,168
03-06-2003 14:47,03-06-2003,13
03-06-2003 14:48,03-06-2003,35
03-06-2003 14:49,03-06-2003,220
03-06-2003 14:50,03-06-2003,33
03-06-2003 14:51,03-06-2003,9
03-06-2003 14:52,03-06-2003,2
03-06-2003 14:53,03-06-2003,9
03-06-2003 14:54,03-06-2003,5
03-06-2003 14:55,03-06-2003,84
03-06-2003 14:56,03-06-2003,147
03-06-2003 14:57,03-06-2003,22
03-06-2003 14:58,03-06-2003,43
03-06-2003 14:59,03-06-2003,75
03-06-2003 15:00,03-06-2003,251
03-06-2003 15:01,03-06-2003,39
03-06-2003 15:02,03-06-2003,0
03-06-2003 15:03,03-06-2003,24
03-06-2003 15:04,03-06-2003,24
03-06-2003 15:05,03-06-2003,53
03-06-2003 15:06,03-06-2003,75
03-06-2003 15:07,03-06-2003,5
03-06-2003 15:08,03-06-2003,53
03-06-2003 15:09,03-06-2003,158
03-06-2003 15:10,03-06-2003,81
03-06-2003 15:11,03-06-2003,81
03-06-2003 15:12,03-06-2003,103
03-06-2003 15:13,03-06-2003,124
03-06-2003 15:14,03-06-2003,24
03-06-2003 15:15,03-06-2003,23
03-06-2003 15:16,03-06-2003,15
03-06-2003 15:17,03-06-2003,0
03-06-2003 15:18,03-06-2003,0
03-06-2003 15:19,03-06-2003,61
03-06-2003 15:20,03-06-2003,87
03-06-2003 15:21,03-06-2003,116
03-06-2003 15:22,03-06-2003,78
03-06-2003 15:23,03-06-2003,276
03-06-2003 15:24,03-06-2003,1355
03-06-2003 15:25,03-06-2003,770
03-06-2003 15:26,03-06-2003,434
03-06-2003 15:27,03-06-2003,1442
03-06-2003 15:28,03-06-2003,561
03-06-2003 15:29,03-06-2003,847
03-06-2003 15:30,03-06-2003,147
03-06-2003 15:31,03-06-2003,6
03-06-2003 15:32,03-06-2003,0
03-06-2003 15:33,03-06-2003,0
03-06-2003 15:34,03-06-2003,0
03-06-2003 15:35,03-06-2003,0
03-06-2003 15:36,03-06-2003,0
03-06-2003 15:37,03-06-2003,227
03-06-2003 15:38,03-06-2003,0
03-06-2003 15:39,03-06-2003,0
03-06-2003 15:40,03-06-2003,0
03-06-2003 15:41,03-06-2003,108
03-06-2003 15:42,03-06-2003,0
03-06-2003 15:43,03-06-2003,637
03-06-2003 15:44,03-06-2003,820
03-06-2003 15:45,03-06-2003,770
03-06-2003 15:46,03-06-2003,24
03-06-2003 15:47,03-06-2003,3
03-06-2003 15:48,03-06-2003,66
03-06-2003 15:49,03-06-2003,84
03-06-2003 15:50,03-06-2003,0
03-06-2003 15:51,03-06-2003,45
03-06-2003 15:52,03-06-2003,90
03-06-2003 15:53,03-06-2003,0
03-06-2003 15:54,03-06-2003,20
03-06-2003 15:55,03-06-2003,3
03-06-2003 15:56,03-06-2003,180
03-06-2003 15:57,03-06-2003,494
03-06-2003 15:58,03-06-2003,45
03-06-2003 15:59,03-06-2003,370
03-06-2003 16:00,03-06-2003,580
03-06-2003 16:01,03-06-2003,6
03-06-2003 16:02,03-06-2003,35
03-06-2003 16:03,03-06-2003,561
03-06-2003 16:04,03-06-2003,795
03-06-2003 16:05,03-06-2003,847
03-06-2003 16:06,03-06-2003,526
03-06-2003 16:07,03-06-2003,617
03-06-2003 16:08,03-06-2003,700
03-06-2003 16:09,03-06-2003,847
03-06-2003 16:10,03-06-2003,679
03-06-2003 16:11,03-06-2003,78
03-06-2003 16:12,03-06-2003,5
03-06-2003 16:13,03-06-2003,13
03-06-2003 16:14,03-06-2003,0
03-06-2003 16:15,03-06-2003,0
03-06-2003 16:16,03-06-2003,2
03-06-2003 16:17,03-06-2003,27
03-06-2003 16:18,03-06-2003,2
03-06-2003 16:19,03-06-2003,59
03-06-2003 16:20,03-06-2003,14
03-06-2003 16:21,03-06-2003,14
03-06-2003 16:22,03-06-2003,0
03-06-2003 16:23,03-06-2003,168
03-06-2003 16:24,03-06-2003,137
03-06-2003 16:25,03-06-2003,108
03-06-2003 16:26,03-06-2003,124
03-06-2003 16:27,03-06-2003,0
03-06-2003 16:28,03-06-2003,7
03-06-2003 16:29,03-06-2003,7
03-06-2003 16:30,03-06-2003,28
03-06-2003 16:31,03-06-2003,2
03-06-2003 16:32,03-06-2003,8
03-06-2003 16:33,03-06-2003,33
03-06-2003 16:34,03-06-2003,0
03-06-2003 16:35,03-06-2003,12
03-06-2003 16:36,03-06-2003,5
03-06-2003 16:37,03-06-2003,69
03-06-2003 16:38,03-06-2003,25
03-06-2003 16:39,03-06-2003,0
03-06-2003 16:40,03-06-2003,561
03-06-2003 16:41,03-06-2003,315
03-06-2003 16:42,03-06-2003,11
03-06-2003 16:43,03-06-2003,206
03-06-2003 16:44,03-06-2003,6
03-06-2003 16:45,03-06-2003,0
03-06-2003 16:46,03-06-2003,2
03-06-2003 16:47,03-06-2003,5
03-06-2003 16:48,03-06-2003,37
03-06-2003 16:49,03-06-2003,227
03-06-2003 16:50,03-06-2003,336
03-06-2003 16:51,03-06-2003,795
03-06-2003 16:52,03-06-2003,494
03-06-2003 16:53,03-06-2003,820
03-06-2003 16:54,03-06-2003,1442
03-06-2003 16:55,03-06-2003,746
03-06-2003 16:56,03-06-2003,1313
03-06-2003 16:57,03-06-2003,336
03-06-2003 16:58,03-06-2003,598
03-06-2003 16:59,03-06-2003,820
03-06-2003 17:00,03-06-2003,347
03-06-2003 17:01,03-06-2003,494
03-06-2003 17:02,03-06-2003,449
03-06-2003 17:03,03-06-2003,408
03-06-2003 17:04,03-06-2003,276
03-06-2003 17:05,03-06-2003,251
03-06-2003 17:06,03-06-2003,220
03-06-2003 17:07,03-06-2003,243
03-06-2003 17:08,03-06-2003,305
03-06-2003 17:09,03-06-2003,617
03-06-2003 17:10,03-06-2003,1089
03-06-2003 17:11,03-06-2003,657
03-06-2003 17:12,03-06-2003,820
03-06-2003 17:13,03-06-2003,87
03-06-2003 17:14,03-06-2003,0
03-06-2003 17:15,03-06-2003,0
03-06-2003 17:16,03-06-2003,0
03-06-2003 17:17,03-06-2003,0
03-06-2003 17:18,03-06-2003,0
03-06-2003 17:19,03-06-2003,0
03-06-2003 17:20,03-06-2003,15
03-06-2003 17:21,03-06-2003,59
03-06-2003 17:22,03-06-2003,72
03-06-2003 17:23,03-06-2003,61
03-06-2003 17:24,03-06-2003,0
03-06-2003 17:25,03-06-2003,3
03-06-2003 17:26,03-06-2003,137
03-06-2003 17:27,03-06-2003,0
03-06-2003 17:28,03-06-2003,63
03-06-2003 17:29,03-06-2003,0
03-06-2003 17:30,03-06-2003,0
03-06-2003 17:31,03-06-2003,0
03-06-2003 17:32,03-06-2003,0
03-06-2003 17:33,03-06-2003,43
03-06-2003 17:34,03-06-2003,0
03-06-2003 17:35,03-06-2003,0
03-06-2003 17:36,03-06-2003,96
03-06-2003 17:37,03-06-2003,78
03-06-2003 17:38,03-06-2003,116
03-06-2003 17:39,03-06-2003,128
03-06-2003 17:40,03-06-2003,0
03-06-2003 17:41,03-06-2003,0
03-06-2003 17:42,03-06-2003,0
03-06-2003 17:43,03-06-2003,0
03-06-2003 17:44,03-06-2003,174
03-06-2003 17:45,03-06-2003,0
03-06-2003 17:46,03-06-2003,128
03-06-2003 17:47,03-06-2003,108
03-06-2003 17:48,03-06-2003,128
03-06-2003 17:49,03-06-2003,0
03-06-2003 17:50,03-06-2003,0
03-06-2003 17:51,03-06-2003,0
03-06-2003 17:52,03-06-2003,0
03-06-2003 17:53,03-06-2003,124
03-06-2003 17:54,03-06-2003,168
03-06-2003 17:55,03-06-2003,112
03-06-2003 17:56,03-06-2003,286
03-06-2003 17:57,03-06-2003,180
03-06-2003 17:58,03-06-2003,267
03-06-2003 17:59,03-06-2003,723
03-06-2003 18:00,03-06-2003,637
03-06-2003 18:01,03-06-2003,637
03-06-2003 18:02,03-06-2003,358
03-06-2003 18:03,03-06-2003,315
03-06-2003 18:04,03-06-2003,39
03-06-2003 18:05,03-06-2003,24
03-06-2003 18:06,03-06-2003,0
03-06-2003 18:07,03-06-2003,75
03-06-2003 18:08,03-06-2003,59
03-06-2003 18:09,03-06-2003,84
03-06-2003 18:10,03-06-2003,174
03-06-2003 18:11,03-06-2003,227
03-06-2003 18:12,03-06-2003,31
03-06-2003 18:13,03-06-2003,0
03-06-2003 18:14,03-06-2003,0
03-06-2003 18:15,03-06-2003,163
03-06-2003 18:16,03-06-2003,180
03-06-2003 18:17,03-06-2003,243
03-06-2003 18:18,03-06-2003,276
03-06-2003 18:19,03-06-2003,41
03-06-2003 18:20,03-06-2003,561
03-06-2003 18:21,03-06-2003,26
03-06-2003 18:22,03-06-2003,163
03-06-2003 18:23,03-06-2003,234
03-06-2003 18:24,03-06-2003,7
03-06-2003 18:25,03-06-2003,0
03-06-2003 18:26,03-06-2003,0
03-06-2003 18:27,03-06-2003,0
03-06-2003 18:28,03-06-2003,0
03-06-2003 18:29,03-06-2003,0
03-06-2003 18:30,03-06-2003,57
03-06-2003 18:31,03-06-2003,206
03-06-2003 18:32,03-06-2003,28
03-06-2003 18:33,03-06-2003,84
03-06-2003 18:34,03-06-2003,0
03-06-2003 18:35,03-06-2003,795
03-06-2003 18:36,03-06-2003,795
03-06-2003 18:37,03-06-2003,347
03-06-2003 18:38,03-06-2003,820
03-06-2003 18:39,03-06-2003,180
