timestamp,date,activity
12-06-2003 10:30,12-06-2003,0
12-06-2003 10:31,12-06-2003,0
12-06-2003 10:32,12-06-2003,0
12-06-2003 10:33,12-06-2003,0
12-06-2003 10:34,12-06-2003,0
12-06-2003 10:35,12-06-2003,0
12-06-2003 10:36,12-06-2003,0
12-06-2003 10:37,12-06-2003,0
12-06-2003 10:38,12-06-2003,0
12-06-2003 10:39,12-06-2003,0
12-06-2003 10:40,12-06-2003,0
12-06-2003 10:41,12-06-2003,0
12-06-2003 10:42,12-06-2003,0
12-06-2003 10:43,12-06-2003,0
12-06-2003 10:44,12-06-2003,0
12-06-2003 10:45,12-06-2003,0
12-06-2003 10:46,12-06-2003,0
12-06-2003 10:47,12-06-2003,0
12-06-2003 10:48,12-06-2003,0
12-06-2003 10:49,12-06-2003,0
12-06-2003 10:50,12-06-2003,0
12-06-2003 10:51,12-06-2003,0
12-06-2003 10:52,12-06-2003,0
12-06-2003 10:53,12-06-2003,0
12-06-2003 10:54,12-06-2003,0
12-06-2003 10:55,12-06-2003,2
12-06-2003 10:56,12-06-2003,2
12-06-2003 10:57,12-06-2003,127
12-06-2003 10:58,12-06-2003,161
12-06-2003 10:59,12-06-2003,0
12-06-2003 11:00,12-06-2003,0
12-06-2003 11:01,12-06-2003,0
12-06-2003 11:02,12-06-2003,0
12-06-2003 11:03,12-06-2003,0
12-06-2003 11:04,12-06-2003,0
12-06-2003 11:05,12-06-2003,0
12-06-2003 11:06,12-06-2003,0
12-06-2003 11:07,12-06-2003,0
12-06-2003 11:08,12-06-2003,0
12-06-2003 11:09,12-06-2003,0
12-06-2003 11:10,12-06-2003,0
12-06-2003 11:11,12-06-2003,0
12-06-2003 11:12,12-06-2003,0
12-06-2003 11:13,12-06-2003,0
12-06-2003 11:14,12-06-2003,0
12-06-2003 11:15,12-06-2003,0
12-06-2003 11:16,12-06-2003,0
12-06-2003 11:17,12-06-2003,64
12-06-2003 11:18,12-06-2003,115
12-06-2003 11:19,12-06-2003,0
12-06-2003 11:20,12-06-2003,0
12-06-2003 11:21,12-06-2003,0
12-06-2003 11:22,12-06-2003,0
12-06-2003 11:23,12-06-2003,0
12-06-2003 11:24,12-06-2003,0
12-06-2003 11:25,12-06-2003,0
12-06-2003 11:26,12-06-2003,0
12-06-2003 11:27,12-06-2003,0
12-06-2003 11:28,12-06-2003,0
12-06-2003 11:29,12-06-2003,0
12-06-2003 11:30,12-06-2003,0
12-06-2003 11:31,12-06-2003,0
12-06-2003 11:32,12-06-2003,0
12-06-2003 11:33,12-06-2003,4
12-06-2003 11:34,12-06-2003,0
12-06-2003 11:35,12-06-2003,0
12-06-2003 11:36,12-06-2003,0
12-06-2003 11:37,12-06-2003,0
12-06-2003 11:38,12-06-2003,0
12-06-2003 11:39,12-06-2003,0
12-06-2003 11:40,12-06-2003,0
12-06-2003 11:41,12-06-2003,0
12-06-2003 11:42,12-06-2003,122
12-06-2003 11:43,12-06-2003,0
12-06-2003 11:44,12-06-2003,0
12-06-2003 11:45,12-06-2003,0
12-06-2003 11:46,12-06-2003,0
12-06-2003 11:47,12-06-2003,0
12-06-2003 11:48,12-06-2003,0
12-06-2003 11:49,12-06-2003,0
12-06-2003 11:50,12-06-2003,0
12-06-2003 11:51,12-06-2003,0
12-06-2003 11:52,12-06-2003,0
12-06-2003 11:53,12-06-2003,0
12-06-2003 11:54,12-06-2003,0
12-06-2003 11:55,12-06-2003,0
