timestamp,date,activity
18-08-2005 10:30,18-08-2005,0
18-08-2005 10:31,18-08-2005,0
18-08-2005 10:32,18-08-2005,0
18-08-2005 10:33,18-08-2005,0
18-08-2005 10:34,18-08-2005,0
18-08-2005 10:35,18-08-2005,0
18-08-2005 10:36,18-08-2005,0
18-08-2005 10:37,18-08-2005,0
18-08-2005 10:38,18-08-2005,0
18-08-2005 10:39,18-08-2005,0
18-08-2005 10:40,18-08-2005,0
18-08-2005 10:41,18-08-2005,0
18-08-2005 10:42,18-08-2005,0
18-08-2005 10:43,18-08-2005,0
18-08-2005 10:44,18-08-2005,0
18-08-2005 10:45,18-08-2005,0
18-08-2005 10:46,18-08-2005,0
18-08-2005 10:47,18-08-2005,0
18-08-2005 10:48,18-08-2005,0
18-08-2005 10:49,18-08-2005,0
18-08-2005 10:50,18-08-2005,0
18-08-2005 10:51,18-08-2005,0
18-08-2005 10:52,18-08-2005,0
18-08-2005 10:53,18-08-2005,0
18-08-2005 10:54,18-08-2005,1300
18-08-2005 10:55,18-08-2005,2080
18-08-2005 10:56,18-08-2005,1780
18-08-2005 10:57,18-08-2005,361
18-08-2005 10:58,18-08-2005,227
18-08-2005 10:59,18-08-2005,41
18-08-2005 11:00,18-08-2005,49
18-08-2005 11:01,18-08-2005,0
18-08-2005 11:02,18-08-2005,58
18-08-2005 11:03,18-08-2005,296
18-08-2005 11:04,18-08-2005,454
18-08-2005 11:05,18-08-2005,296
18-08-2005 11:06,18-08-2005,439
18-08-2005 11:07,18-08-2005,398
18-08-2005 11:08,18-08-2005,0
18-08-2005 11:09,18-08-2005,21
18-08-2005 11:10,18-08-2005,79
18-08-2005 11:11,18-08-2005,9
18-08-2005 11:12,18-08-2005,134
18-08-2005 11:13,18-08-2005,306
18-08-2005 11:14,18-08-2005,296
18-08-2005 11:15,18-08-2005,646
18-08-2005 11:16,18-08-2005,259
18-08-2005 11:17,18-08-2005,759
18-08-2005 11:18,18-08-2005,689
18-08-2005 11:19,18-08-2005,646
18-08-2005 11:20,18-08-2005,606
18-08-2005 11:21,18-08-2005,550
18-08-2005 11:22,18-08-2005,349
18-08-2005 11:23,18-08-2005,227
18-08-2005 11:24,18-08-2005,373
18-08-2005 11:25,18-08-2005,296
18-08-2005 11:26,18-08-2005,317
18-08-2005 11:27,18-08-2005,204
18-08-2005 11:28,18-08-2005,235
18-08-2005 11:29,18-08-2005,759
18-08-2005 11:30,18-08-2005,646
18-08-2005 11:31,18-08-2005,734
18-08-2005 11:32,18-08-2005,835
18-08-2005 11:33,18-08-2005,469
18-08-2005 11:34,18-08-2005,338
18-08-2005 11:35,18-08-2005,98
18-08-2005 11:36,18-08-2005,130
18-08-2005 11:37,18-08-2005,41
18-08-2005 11:38,18-08-2005,317
18-08-2005 11:39,18-08-2005,296
18-08-2005 11:40,18-08-2005,626
18-08-2005 11:41,18-08-2005,978
18-08-2005 11:42,18-08-2005,469
18-08-2005 11:43,18-08-2005,190
18-08-2005 11:44,18-08-2005,398
18-08-2005 11:45,18-08-2005,398
18-08-2005 11:46,18-08-2005,259
18-08-2005 11:47,18-08-2005,626
18-08-2005 11:48,18-08-2005,454
18-08-2005 11:49,18-08-2005,439
18-08-2005 11:50,18-08-2005,948
18-08-2005 11:51,18-08-2005,242
18-08-2005 11:52,18-08-2005,948
18-08-2005 11:53,18-08-2005,948
18-08-2005 11:54,18-08-2005,1725
18-08-2005 11:55,18-08-2005,890
18-08-2005 11:56,18-08-2005,373
18-08-2005 11:57,18-08-2005,349
18-08-2005 11:58,18-08-2005,1010
18-08-2005 11:59,18-08-2005,626
18-08-2005 12:00,18-08-2005,517
18-08-2005 12:01,18-08-2005,500
18-08-2005 12:02,18-08-2005,587
18-08-2005 12:03,18-08-2005,500
18-08-2005 12:04,18-08-2005,485
18-08-2005 12:05,18-08-2005,277
18-08-2005 12:06,18-08-2005,102
18-08-2005 12:07,18-08-2005,439
18-08-2005 12:08,18-08-2005,259
18-08-2005 12:09,18-08-2005,454
18-08-2005 12:10,18-08-2005,1182
18-08-2005 12:11,18-08-2005,783
18-08-2005 12:12,18-08-2005,948
18-08-2005 12:13,18-08-2005,862
18-08-2005 12:14,18-08-2005,948
18-08-2005 12:15,18-08-2005,1076
18-08-2005 12:16,18-08-2005,835
18-08-2005 12:17,18-08-2005,1221
18-08-2005 12:18,18-08-2005,1146
18-08-2005 12:19,18-08-2005,1182
18-08-2005 12:20,18-08-2005,469
18-08-2005 12:21,18-08-2005,712
18-08-2005 12:22,18-08-2005,1300
18-08-2005 12:23,18-08-2005,1182
18-08-2005 12:24,18-08-2005,809
18-08-2005 12:25,18-08-2005,919
18-08-2005 12:26,18-08-2005,783
18-08-2005 12:27,18-08-2005,759
18-08-2005 12:28,18-08-2005,835
18-08-2005 12:29,18-08-2005,862
18-08-2005 12:30,18-08-2005,862
18-08-2005 12:31,18-08-2005,809
18-08-2005 12:32,18-08-2005,712
18-08-2005 12:33,18-08-2005,517
18-08-2005 12:34,18-08-2005,734
18-08-2005 12:35,18-08-2005,734
18-08-2005 12:36,18-08-2005,398
18-08-2005 12:37,18-08-2005,361
18-08-2005 12:38,18-08-2005,268
18-08-2005 12:39,18-08-2005,361
18-08-2005 12:40,18-08-2005,626
18-08-2005 12:41,18-08-2005,1042
18-08-2005 12:42,18-08-2005,485
18-08-2005 12:43,18-08-2005,667
18-08-2005 12:44,18-08-2005,759
18-08-2005 12:45,18-08-2005,689
18-08-2005 12:46,18-08-2005,948
18-08-2005 12:47,18-08-2005,1341
18-08-2005 12:48,18-08-2005,712
18-08-2005 12:49,18-08-2005,550
18-08-2005 12:50,18-08-2005,689
18-08-2005 12:51,18-08-2005,1570
18-08-2005 12:52,18-08-2005,1521
18-08-2005 12:53,18-08-2005,759
18-08-2005 12:54,18-08-2005,689
18-08-2005 12:55,18-08-2005,568
18-08-2005 12:56,18-08-2005,500
18-08-2005 12:57,18-08-2005,98
18-08-2005 12:58,18-08-2005,91
18-08-2005 12:59,18-08-2005,172
18-08-2005 13:00,18-08-2005,30
18-08-2005 13:01,18-08-2005,204
18-08-2005 13:02,18-08-2005,82
18-08-2005 13:03,18-08-2005,204
18-08-2005 13:04,18-08-2005,219
18-08-2005 13:05,18-08-2005,61
18-08-2005 13:06,18-08-2005,49
18-08-2005 13:07,18-08-2005,46
18-08-2005 13:08,18-08-2005,130
18-08-2005 13:09,18-08-2005,55
18-08-2005 13:10,18-08-2005,40
18-08-2005 13:11,18-08-2005,41
18-08-2005 13:12,18-08-2005,160
18-08-2005 13:13,18-08-2005,166
18-08-2005 13:14,18-08-2005,197
18-08-2005 13:15,18-08-2005,37
18-08-2005 13:16,18-08-2005,38
18-08-2005 13:17,18-08-2005,219
18-08-2005 13:18,18-08-2005,102
18-08-2005 13:19,18-08-2005,277
18-08-2005 13:20,18-08-2005,0
18-08-2005 13:21,18-08-2005,49
18-08-2005 13:22,18-08-2005,0
18-08-2005 13:23,18-08-2005,166
18-08-2005 13:24,18-08-2005,130
18-08-2005 13:25,18-08-2005,227
18-08-2005 13:26,18-08-2005,361
18-08-2005 13:27,18-08-2005,242
18-08-2005 13:28,18-08-2005,190
18-08-2005 13:29,18-08-2005,111
18-08-2005 13:30,18-08-2005,34
18-08-2005 13:31,18-08-2005,98
18-08-2005 13:32,18-08-2005,44
18-08-2005 13:33,18-08-2005,76
18-08-2005 13:34,18-08-2005,49
18-08-2005 13:35,18-08-2005,58
18-08-2005 13:36,18-08-2005,130
18-08-2005 13:37,18-08-2005,6
18-08-2005 13:38,18-08-2005,172
18-08-2005 13:39,18-08-2005,143
18-08-2005 13:40,18-08-2005,35
18-08-2005 13:41,18-08-2005,0
18-08-2005 13:42,18-08-2005,79
18-08-2005 13:43,18-08-2005,154
18-08-2005 13:44,18-08-2005,29
18-08-2005 13:45,18-08-2005,76
18-08-2005 13:46,18-08-2005,242
18-08-2005 13:47,18-08-2005,52
18-08-2005 13:48,18-08-2005,98
18-08-2005 13:49,18-08-2005,197
18-08-2005 13:50,18-08-2005,88
18-08-2005 13:51,18-08-2005,38
18-08-2005 13:52,18-08-2005,49
18-08-2005 13:53,18-08-2005,38
18-08-2005 13:54,18-08-2005,20
18-08-2005 13:55,18-08-2005,0
18-08-2005 13:56,18-08-2005,0
18-08-2005 13:57,18-08-2005,11
18-08-2005 13:58,18-08-2005,70
18-08-2005 13:59,18-08-2005,23
18-08-2005 14:00,18-08-2005,0
18-08-2005 14:01,18-08-2005,55
18-08-2005 14:02,18-08-2005,55
18-08-2005 14:03,18-08-2005,23
18-08-2005 14:04,18-08-2005,52
18-08-2005 14:05,18-08-2005,107
18-08-2005 14:06,18-08-2005,386
18-08-2005 14:07,18-08-2005,17
18-08-2005 14:08,18-08-2005,11
18-08-2005 14:09,18-08-2005,24
18-08-2005 14:10,18-08-2005,49
18-08-2005 14:11,18-08-2005,44
18-08-2005 14:12,18-08-2005,20
18-08-2005 14:13,18-08-2005,15
18-08-2005 14:14,18-08-2005,52
18-08-2005 14:15,18-08-2005,15
18-08-2005 14:16,18-08-2005,204
18-08-2005 14:17,18-08-2005,148
18-08-2005 14:18,18-08-2005,349
18-08-2005 14:19,18-08-2005,88
18-08-2005 14:20,18-08-2005,12
18-08-2005 14:21,18-08-2005,6
18-08-2005 14:22,18-08-2005,27
18-08-2005 14:23,18-08-2005,46
18-08-2005 14:24,18-08-2005,64
18-08-2005 14:25,18-08-2005,120
18-08-2005 14:26,18-08-2005,44
18-08-2005 14:27,18-08-2005,102
18-08-2005 14:28,18-08-2005,76
18-08-2005 14:29,18-08-2005,85
18-08-2005 14:30,18-08-2005,29
18-08-2005 14:31,18-08-2005,23
18-08-2005 14:32,18-08-2005,0
18-08-2005 14:33,18-08-2005,0
18-08-2005 14:34,18-08-2005,0
18-08-2005 14:35,18-08-2005,0
18-08-2005 14:36,18-08-2005,0
18-08-2005 14:37,18-08-2005,0
18-08-2005 14:38,18-08-2005,0
18-08-2005 14:39,18-08-2005,3
18-08-2005 14:40,18-08-2005,0
18-08-2005 14:41,18-08-2005,0
18-08-2005 14:42,18-08-2005,0
18-08-2005 14:43,18-08-2005,0
18-08-2005 14:44,18-08-2005,0
18-08-2005 14:45,18-08-2005,0
18-08-2005 14:46,18-08-2005,0
18-08-2005 14:47,18-08-2005,0
18-08-2005 14:48,18-08-2005,268
18-08-2005 14:49,18-08-2005,40
18-08-2005 14:50,18-08-2005,3
18-08-2005 14:51,18-08-2005,94
18-08-2005 14:52,18-08-2005,38
18-08-2005 14:53,18-08-2005,61
18-08-2005 14:54,18-08-2005,116
18-08-2005 14:55,18-08-2005,862
18-08-2005 14:56,18-08-2005,568
18-08-2005 14:57,18-08-2005,197
18-08-2005 14:58,18-08-2005,55
18-08-2005 14:59,18-08-2005,73
18-08-2005 15:00,18-08-2005,606
18-08-2005 15:01,18-08-2005,890
18-08-2005 15:02,18-08-2005,890
18-08-2005 15:03,18-08-2005,689
18-08-2005 15:04,18-08-2005,550
18-08-2005 15:05,18-08-2005,783
18-08-2005 15:06,18-08-2005,689
18-08-2005 15:07,18-08-2005,533
18-08-2005 15:08,18-08-2005,485
18-08-2005 15:09,18-08-2005,626
18-08-2005 15:10,18-08-2005,809
18-08-2005 15:11,18-08-2005,783
18-08-2005 15:12,18-08-2005,286
18-08-2005 15:13,18-08-2005,130
18-08-2005 15:14,18-08-2005,143
18-08-2005 15:15,18-08-2005,102
18-08-2005 15:16,18-08-2005,125
18-08-2005 15:17,18-08-2005,111
18-08-2005 15:18,18-08-2005,134
18-08-2005 15:19,18-08-2005,125
18-08-2005 15:20,18-08-2005,212
18-08-2005 15:21,18-08-2005,759
18-08-2005 15:22,18-08-2005,568
18-08-2005 15:23,18-08-2005,107
18-08-2005 15:24,18-08-2005,44
18-08-2005 15:25,18-08-2005,32
18-08-2005 15:26,18-08-2005,11
18-08-2005 15:27,18-08-2005,52
18-08-2005 15:28,18-08-2005,0
18-08-2005 15:29,18-08-2005,11
18-08-2005 15:30,18-08-2005,0
18-08-2005 15:31,18-08-2005,111
18-08-2005 15:32,18-08-2005,34
18-08-2005 15:33,18-08-2005,0
18-08-2005 15:34,18-08-2005,32
18-08-2005 15:35,18-08-2005,76
18-08-2005 15:36,18-08-2005,0
18-08-2005 15:37,18-08-2005,43
18-08-2005 15:38,18-08-2005,47
18-08-2005 15:39,18-08-2005,17
18-08-2005 15:40,18-08-2005,52
18-08-2005 15:41,18-08-2005,49
18-08-2005 15:42,18-08-2005,44
18-08-2005 15:43,18-08-2005,139
18-08-2005 15:44,18-08-2005,0
